row_index,review_id,review,clean_review,rating,year,split_set,lexicon_score,label_original,label,label_source,refinement_reason,evidence_pattern,confidence_level
12312,33605426-1200-46c4-a8c8-52f64073e4ce,"ga perlu khawatir lagi nyimpan uang karena bisa dilakukan di aplikasi JakOne Mobile, selain aman fitur nya sangat membantu dalam transaksi",tidak khawatir nyimpan uang bisa dilakukan aplikasi jakone mobile aman fitur nya membantu transaksi,5,2024,validation,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
12314,db737ec3-99e4-4fa1-9c61-ad09ac7b27d1,Aplikasi nya sangat berguna bangett,aplikasi nya berguna bangett,5,2024,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
12328,2291856c-c186-4c93-9405-f73fbf82aa0b,"Aplikasi ini dipake buat uang work bangettt, mana ukuran aplikasi nya ga minuhin penyimpanan telpon. Fiturnya lengkap memudahkan buat beli pulsa dan bayar bayar online nihh",aplikasi dipake uang work banget ukuran aplikasi nya tidak minuhin penyimpanan telpon fiturnya lengkap memudahkan beli pulsa bayar bayar online nihh,5,2024,train,-9.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
12347,18de00b5-1cce-4dce-851d-3ac36fd2f664,"aplikasi JakOne Mobile ini memang keren user friendly , tampilan menu nyaman dan mudah dimengerti dan di gunakan , ini memang aplikasi anti ribet , , 👏👏👏",aplikasi jakone mobile keren user friendly tampilan menu nyaman mudah dimengerti gunakan aplikasi anti ribet,5,2022,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
12359,744b8b53-66be-4eaf-9e52-2cc6c7b1a366,"aplikasi jelek, ga berguna.",aplikasi jelek tidak berguna,1,2025,train,-19.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
12376,525809c0-56d6-4ed7-a413-6473a8748937,Sangat baguss,baguss,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
12382,600c52f4-3510-4c1d-aa92-f0e62bc45303,"aplikasi aneh,tiba "" tidak bisa login mbanking namun setelah di coba LG, password terblokir... tolong lah perbaiki, lalu bagaimana ini",aplikasi aneh tiba tidak bisa login mbanking setelah coba lg password terblokir tolong perbaiki,1,2025,test,0.0,netral,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa login,high
12383,f8698cec-b827-4eb2-b2d4-4a49b064f96b,sistem bank paling gak berguna di indonesia,sistem bank tidak berguna indonesia,1,2025,train,-14.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
12411,e0fbcc21-c9d4-4295-b04c-3e5641f348aa,"berguna banget aplikasi nyaa, dan ga ngelag gituu. fitur fiturnya juga oke semuanyaa, next makinn sukses yaa JakOne Mobile ♥️",berguna banget aplikasi nyaa tidak ngelag gituu fitur fiturnya oke semuanyaa next makinn sukses yaa jakone mobile,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,berguna,high
12467,a8abe0a6-cd47-4440-a3ef-a07ada64a97f,Mantappp,mantappp,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
12523,aea6d6a3-c73a-493f-b509-b8d97cb6cb37,"ini gmnaa ,pake qris transaksi gagal tp saldo ke potonggggg.",gmnaa pakai qris transaksi gagal saldo potonggggg,1,2024,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,transaksi gagal,high
12551,d6120794-018f-4dbe-b408-373ebaabdb2b,Knp Jack one mobile yg baru kok malah sering banget error ya...,knp jack one mobile kok banget error ya,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,error,high
12585,9ea10ec5-3d6d-42cf-bdf9-9cfcbfa32b78,Mobile banking terpayah si ini,mobile banking terpayah si,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,payah,high
12616,08772f33-022e-4415-8b82-c79ead638d41,Aplikasi nya sangat bagus dan fitur fitur nya juga sangat lengkap 🥰,aplikasi nya bagus fitur fitur nya lengkap,5,2023,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
12629,f12f3c33-39d1-4fd9-8b9a-f176166346c8,"Aplikasi sangat berguna, fitur nya keren gak lemot. Mantap deh pokoknya",aplikasi berguna fitur nya keren tidak lambat mantap deh pokoknya,5,2022,test,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
12646,0da1122d-561f-436b-8576-2661eb0f9bf7,"aplikasi g berguna,udh di download kgk bisa dbuka,loading trz smpai keluar tulisan timeout trz stuck, g buat kgk nh pdhl aplikasi org jakarta",aplikasi tidak berguna download kgk bisa dbuka loading trz smpai keluar tulisan timeout trz stuck tidak kgk nh pdhl aplikasi org jakarta,1,2023,train,-25.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
12678,6fad90c8-10e3-46cb-84e4-5dc32a17dd34,gagal login terus menerus tolong segera d perbaiki,gagal login menerus tolong segera d perbaiki,1,2026,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,gagal login,high
12684,5905d879-18a1-4bc0-9571-2ee920ae1531,"Apk sangat membantu,,ada qris nya jga.",aplikasi membantu qris nya jga,5,2024,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
12707,86df002e-f237-4ba5-b052-d73c1123cba2,Nyoba pakai aplikasi jakOne Mobile ini awalnya dikasih tau saudara. Aplikasinya memudahkan kita untuk transaksi secara online. Beli pulsa bayar listrik BPJS bisa lngsung bayar lewat aplikasi ini.,nyoba pakai aplikasi jakone mobile awalnya dikasih tau saudara aplikasi memudahkan kita transaksi secara online beli pulsa bayar listrik bpjs bisa lngsung bayar aplikasi,5,2023,test,-6.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
12710,73524d00-b8ee-4484-a156-db4cf8a38937,"Aplikasinya membantu sekali dalam urusan perbankan sehari-hari, bayar tagihan apapun juga jadi mudah, ngga perlu jauh-jauh ke bank plus harus antri lagi.",aplikasi membantu urusan perbankan sehari hari bayar tagihan apapun mudah ngga jauh jauh bank plus antri,5,2023,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,membantu sekali,high
12723,aa69bc1f-4b8b-44df-a4b7-29d9beaf14c7,"Aplikasi yang mudah digunakan,daftarnya juga nggak ribet",aplikasi mudah digunakan daftarnya tidak ribet,5,2024,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
12730,ef47a7d4-1538-4889-94fc-39ee2f1df1da,Aplikasi sangat memudahkan saat tf,aplikasi memudahkan transfer,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
12805,89fa77ba-edc5-46a8-b661-c413620ce508,Ko sekarang susah dibuka ya aplikasi jakOne Mobile tidak terdeteksi hubungi beberapa saat udah diulang2 tp ga bisa tolong diperbaiki dong....jd nyaman untuk transaksi,ko susah dibuka ya aplikasi jakone mobile tidak terdeteksi hubungi beberapa udah diulang2 tidak bisa tolong diperbaiki nyaman transaksi,1,2023,train,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
12816,b5fc1b0f-6833-4e9d-b962-d17b225a010b,"Susah login,keterangan periksa jaringan anda 😭.... Padagal jaringan bagus bagua aja",susah login keterangan periksa jaringan padagal jaringan bagus bagua,3,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
12871,23a3a99c-e8d4-451a-be7d-7703f72aae3a,"Mau isi dana 100rb gara² eror jd 200rb, gimana nih dki mobile, tolong di perbaiki erornya",isi dana 100rb gara error 200rb gimana nih dki mobile tolong perbaiki erornya,1,2024,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,error; eror,high
12887,c7c4d421-dd04-46b5-9292-3043a4758088,"Haduh perbaikan malah berlarut2 ga bisa transfer antar bank nungguin udah berapa jam ampun,buruk2.",haduh perbaikan berlarut2 tidak bisa transfer antar bank nungguin udah jam ampun buruk2,1,2024,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,buruk,high
12889,70fa901d-15c3-4829-b5a5-7cc012d5b004,Lemot bgt ya buka aplikasi lain ga selemot ini mau masuk aja susah bgt periksa internet paket gua masih bnyk jaringan full ini pemakai udah banyak yg ga nyaman perkembangan terus bener kaga mempersulit iya cacat,lambat banget ya buka aplikasi tidak selemot masuk susah banget periksa internet paket gua bnyk jaringan full pemakai udah tidak nyaman perkembangan bener kaga mempersulit iya cacat,1,2023,train,-15.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
12896,c85fefc2-3269-425b-9bbc-2c53fbc6c19e,Lemot bgt cuma utk cek saldo jackcardnya,lambat banget cek saldo jackcardnya,2,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,lemot; lambat,high
12925,2f0678be-0c2c-423b-ae00-43f9a41687bb,2x gagal tarik tunai saldo sudah ke potong dan uangny hilang bgt aja hrs uang kembali ke saldony...tiap transfer selalu gagal.....,2x gagal tarik tunai saldo potong uangny hilang banget hrs uang saldony transfer gagal,1,2024,test,1.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,transfer gagal,high
12930,21b2883e-a006-42ca-ac95-10f4c767e4d5,"dua kali tarik tunai,saldo kepotong uang ga keluar, udh itu via jakone transfer hanya sesama DKI,dompet Digital pun ga ada.... payah....payah ..",tarik tunai saldo kepotong uang tidak keluar via jakone transfer sesama dki dompet digital tidak payah payah,1,2025,test,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,payah,high
12942,7fe51703-aac9-42d3-9347-589ab38b179b,"Aman buat dipake nabung (nyimpen uang)udh nyaman bet ko nya pake jakOne soal nya bisa pake Qris juga lohh, ga pernah pending lgi ga suka lemot juga. Rekomendasi aja si ini buat kalian yg lgi bingung cari bank yg aman. Fiks si kalian wajib nyoba",aman dipake nabung nyimpen uang nyaman bet ko nya pakai jakone soal nya bisa pakai qris lohh tidak pending lgi tidak suka lambat rekomendasi si kalian lgi bingung cari bank aman fiks si kalian wajib nyoba,5,2024,train,-11.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
12981,00577629-2b5f-4d31-991a-a1ccac9cec67,Baru tau ada aplikasi mobile banking dari bank DKI dan sebagus ini doonggg.. keren JakOne mantap,tau aplikasi mobile banking bank dki sebagus doonggg keren jakone mantap,5,2022,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
12987,07d413be-af6e-44e9-8f99-138ea2525053,"Lengkap banget app JakOne iniii... Sebagus ituuu appnyaa, sangat membantuku apk sangat membatu yu buruan download apk nya!",lengkap banget aplikasi jakone iniii sebagus ituuu appnyaa membantuku aplikasi membatu yu buruan download aplikasi nya,5,2022,train,-6.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
13007,0dd185c2-4b72-4c0e-a8d4-d4260f4c5a7f,"Aplikasi ini sangat membantu sekali untuk memudahkan transaksi perbankan dan fitur-fitur dalam aplikasi sangat variatif, jadi ngga bikin bingung serta bikin manjain mata berselancar di aplikasinya, kereenn bangett!!",aplikasi membantu memudahkan transaksi perbankan fitur fitur aplikasi variatif ngga bikin bingung bikin manjain mata berselancar aplikasi kereenn bangett,5,2023,train,-7.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
13008,b1891040-b746-4e56-83a2-1d3ae6f65437,Jakone apk yang mudah digital pokoknya mantap abis dah,jakone aplikasi mudah digital pokoknya mantap abis dah,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah; mantap,high
13051,0d878a97-050d-4755-ae77-ee12843643dc,Paling seneng sama aplikasi ini.fiturnya memudahkan dalam pembayaran.masuk akun dengan masukin password setiap mau transaksi guna keamanan buat transaksinya.makin cakep deh.jadinya gak perlu was was barangkali hp ilang jadi aman.,seneng aplikasi fiturnya memudahkan pembayaran masuk akun masukin password setiap transaksi keamanan transaksinya cakep deh jadinya tidak was was barangkali hp ilang aman,5,2023,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,memudahkan,high
13085,a5a01fbc-09d9-484e-9781-a8731b29163d,"Mantappp kerenn nihh appsnya user friendly bangett, face app nya menarik, ga menuhin memori, dan yang terpenting banyak fitur-fiturnya yang bisa digunainn. nicee apps...semoga ratingnyaa semakin membaikk",mantappp kerenn nihh appsnya user friendly bangett face aplikasi nya menarik tidak menuhin memori terpenting fitur fiturnya bisa digunainn nicee apps semoga ratingnyaa membaikk,5,2023,train,-10.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
13086,ccce7a56-2aa1-4b7e-befb-e595699cf9aa,"Menurut gua,, ini app m-banking paling recommended dah. Tiap hari transaksi pake aplikasi ini, mudah, cepat, dan bagus banget.. Fitur-fitur app nya nyaman dan lengkap, udah gitu mudah dimengerti.. ada fitur Qris juga bro, sis,, pokoknya gabakalan nyesel pakai app ini buat transfer dah..",menurut gua aplikasi m banking recommended dah hari transaksi pakai aplikasi mudah cepat bagus banget fitur fitur aplikasi nya nyaman lengkap udah gitu mudah dimengerti fitur qris bro sis pokoknya gabakalan nyesel pakai aplikasi transfer dah,5,2023,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
13089,178cadfc-e9f0-4daa-9f0b-704002951e07,Daftar Jakeone mobil sangat praktis walaupun harus ada pulsa untuk otp masuk lewat SMS,daftar jakeone mobil praktis walaupun pulsa otp masuk sms,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,praktis,high
13104,1b260eaa-c2d3-441b-b980-031721e930d7,Mantapss,mantapss,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
13139,ffeeb346-3839-414a-a4f0-bba3e7c9206e,baru coba semoga bagus aplikasinya☺,coba semoga bagus aplikasi,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
13193,699897b6-e402-4c7a-beaf-f83ee27781fd,"Ga nyangka akhirnya Nemu aplikasi ini, keren banget sih designya jug, dan memudahkan buat transaksi, SMS banking nya juga masuk",tidak nyangka akhirnya nemu aplikasi keren banget sih designya jug memudahkan transaksi sms banking nya masuk,5,2023,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
13270,b6ba7ebb-1829-4ac6-8998-028dfd7674c4,Terlalu sering updet membingungkan orang tua tidak praktis,updet membingungkan orang tua tidak praktis,3,2023,train,-13.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,praktis,high
13272,70f063a0-aa93-4962-821c-0a1ad48dd329,Aplikasi mudah dan aman,aplikasi mudah aman,5,2024,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah,high
13275,4f62105e-3f06-4727-ac7e-0a1fc7e2db16,"mobile banking paling ga berguna, tf antar bank gabisa, top up ewallet gabisa, tarik cardless gabisa, semuanya serba gabisa, hadehh",mobile banking tidak berguna transfer antar bank tidak bisa top up ewallet tidak bisa tarik cardless tidak bisa semuanya serba tidak bisa hadehh,1,2025,train,-26.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
