clean_review,label_v1,label_v2,label_v3,skor_v1,skor_v2,skor_v3
aplikasi belum siap payah masa verifikasi data aje ndak bisa bisa alias gagal mulu,negatif,negatif,negatif,-13.0,-13.0,-1.8
mkin jelek ja nh aplikasi jakone mobile nya pembaruan tidak bsa salah kta nya pdahl data sesuai smua,negatif,negatif,negatif,-14.0,-14.0,-0.4
membantu,positif,positif,positif,4.0,4.0,0.8
jakone mobile news muenteep,netral,netral,netral,0.0,0.0,0.0
bagusan kemarin ribet paswordnya salah 2 blokir,negatif,negatif,negatif,-9.0,-9.0,-1.2000000000000002
keren dasyat dki mobile,netral,positif,positif,0.0,0.0,0.8
min mohon segera diperbaiki ya fitur tarik tunainya,positif,positif,positif,11.0,11.0,1.7999999999999998
ok lebih simpel,positif,positif,positif,8.0,8.0,1.4
performanya tidak kendala apapun bertransaksi,negatif,negatif,positif,-2.0,-2.0,0.6
permbaruan aplikasi lebih sulit masuk nya sue,negatif,negatif,netral,-6.0,-6.0,0.0
fitur pembayaran berkurang tidak pembayaran air pam,negatif,negatif,negatif,-9.0,-9.0,-0.8
1 menu lebih lengkap aplikasi 2 tampilan lebih bagus aplikasi 3 pengoperasian lebih mudah aplikasi,netral,positif,positif,0.0,0.0,2.0
ko tidak bisa lanjut yah keterangannya gagal verifikasi data 5002 pdhal data nya bener,negatif,negatif,negatif,-12.0,-12.0,-2.2
parah sih aplikasi jakone mobile coba login bantuan 2 cs bank dki tetep tidak berhasil login,negatif,negatif,negatif,-15.0,-15.0,-1.6
ko bikin user id data tidak temukan pulsa kepotong keluar masuk aplikasi,negatif,negatif,negatif,-21.0,-21.0,-0.6
ok,positif,positif,positif,4.0,4.0,0.8
mempermudah transfer pembayaran mall pembelian pulsa,negatif,negatif,positif,-6.0,-6.0,0.8
kjp pk aplikasi bisa tidak yah,negatif,negatif,netral,-9.0,-9.0,0.0
download menu nya kurang lengkap bayar pam aplikasi jakone mobile tidak tolong segera lengkapi menu nya bs gunakan september,negatif,negatif,positif,-13.0,-13.0,0.19999999999999996
rumit tidak semudah bank lainnya,negatif,negatif,negatif,-10.0,-10.0,-1.0
donload aplikasi y bagus keren tidak ribet mkshbank dki,negatif,negatif,positif,-3.0,-3.0,2.2
mantap mengaktifkan lebih oke keren lebih lengkap fitur nya bisa pakai qris bisa bayar dimana tidak bawa duit kontan,positif,positif,positif,9.0,9.0,4.0
pin sich buka aplikasi pembayaran telpon internet belum menunya bagus aplikasi,negatif,negatif,positif,-3.0,-3.0,0.6
aduh ko gagal verifikasi data 5002 5002 maksud nya ya,positif,positif,positif,1.0,1.0,1.1102230246251565e-16
semoga komitmen peningkatan pelayanan benar benar menjadi lebih aplikasi,positif,positif,negatif,4.0,4.0,-1.0
aplikasi nya parah seharus nya dikembangkan uji coba dicek kesiapan nya setelah diganti bukan asal ganti aplikasi belum siap 100 nya pihak bank dki dikejar deadline,negatif,negatif,negatif,-14.0,-14.0,-0.4000000000000001
seru mempermudah urusan,positif,positif,positif,2.0,2.0,1.8
klo user terkunci buka nya bank dki nya langsung y 3x salah masukin password,positif,positif,negatif,2.0,2.0,-0.20000000000000007
komukatif,netral,netral,netral,0.0,0.0,0.0
lebih mudah pengoperasiann a,positif,positif,positif,5.0,5.0,0.8
jelek ribet,negatif,negatif,negatif,-9.0,-9.0,-1.8
membantu,positif,positif,positif,4.0,4.0,0.8
coba tarik tunai kartu menggunakan jakone mobile apakah bisa soalnya coba klik tidak muncul,positif,positif,positif,2.0,2.0,1.4
belum,netral,netral,netral,0.0,0.0,0.0
mending applikasi update tidak bs login ampun deh,negatif,negatif,negatif,-2.0,-2.0,-1.2
download knp tidak brhasil login masuk kode otp hrs ad pulsa diluar kuota pdhal sy butuh cek kjp tolong gmn mo download klo bgitu,negatif,negatif,negatif,-24.0,-24.0,-2.6
bagus lebih mudah lengkap kenapa refund nya belum aktif,positif,positif,positif,7.0,7.0,2.4
minta update turun fasilitas nya tarik tunai atm menu nya tidak klik tidak muncul apa2,negatif,negatif,negatif,-1.0,-1.0,-0.4
mantap,positif,positif,positif,5.0,5.0,1.0
alhamdulillah mbak wulan bank dki syariah membantu registrasi ulang data terima kasih,positif,positif,positif,10.0,10.0,2.8
ko punya data tidak ditemukan tolong diproses uda benar masuk nik no reknya,negatif,negatif,negatif,-2.0,-2.0,-0.6000000000000001
download buka daftar dlu pas masukin email ny gagal knp yh padahl e mail ny bnr,positif,positif,negatif,3.0,3.0,-0.20000000000000007
good aplikasi thank you,positif,positif,positif,5.0,5.0,1.8
mantap,positif,positif,positif,5.0,5.0,1.0
fitur kena sunat tolong kembalikan fitur dki,netral,netral,negatif,0.0,0.0,-0.6
keren,netral,positif,positif,0.0,0.0,0.8
otp tidak muncul pulsa habis terpotong,negatif,negatif,positif,-9.0,-9.0,0.6
pt bank dki sy mengusulkan kasih menu laporan kpr sisa pokok kpr bisa lihat rincian lainnya bank,negatif,negatif,negatif,-1.0,-1.0,-0.6000000000000002
aplikasi versi bisa akses pakai wifi tidak ya bisa akses jaringan internet seluler nomer terdaftar dibank,negatif,negatif,negatif,-5.0,-5.0,-1.4000000000000001
bagus,positif,positif,positif,2.0,2.0,0.6
tolong tambahkan menu pembayaran telkom indihome menurut aplikasi bagus makasih,positif,positif,positif,9.0,9.0,1.4
sy download aplikasi sy mencoba trf sesama rek trf bank gagal tulisan kesalahan sy lihat tmn2 sy pd download lgsg bs digunakan kenapa punya sy beda ya solusinya,negatif,negatif,negatif,-2.0,-2.0,-0.20000000000000007
tlng d bantu min habis ganti hp ternyata update aplikasi ny login lgi ikutin sesuai petunjuk ttp gagal tidak bisa ganti alamt email kh,positif,positif,positif,2.0,2.0,1.5999999999999999
aplikasi belum lengkap jauh lebih lengkap mbanking mbanking belum bisa bayar tagihan pdam,negatif,negatif,negatif,-6.0,-6.0,-0.8000000000000002
aplikasi jakone mobile kenapa tidak pembayaran retribusi nya ya,negatif,negatif,positif,-5.0,-5.0,0.8
bagus kekurangan menu pembayaran pam bpjs tv cabel,negatif,negatif,netral,-1.0,-1.0,0.0
maju mantap,positif,positif,positif,5.0,5.0,1.0
susah masuk masa data udah benar gagal tak ditemukan mulu ribet aplikasi,negatif,negatif,negatif,-17.0,-17.0,-3.2
bagus,positif,positif,positif,2.0,2.0,0.6
tidak bisa masuk error mulu ngabisin pulsa doang,negatif,negatif,negatif,-13.0,-13.0,-1.6
aplikasi jakone mobile hapus download ulang akun jak pay tidak bisa login jakone mobile bisa tolong bantu,negatif,negatif,negatif,-6.0,-6.0,-1.0
gatau kenapa tidak bisa login padahal jaringan bagus,negatif,negatif,negatif,-1.0,-1.0,-1.4
aplikasi tidak jelas bikin susah katanya mempermudah ingin user id gagal gagal masa kantor layanan bank dki mudah darimana nya ya ribet buang buang pdhl pakai aplikasi tidak masalah,negatif,negatif,negatif,-29.0,-29.0,-1.2
bagussss,netral,positif,netral,0.0,0.0,0.0
aplikasi bapuk download banget njirrr qlo belum siap versi a jangan publik versi a bagus lebih bagus versi,negatif,negatif,positif,-2.0,-2.0,1.2
uninstall aplikasi beralih install ulang new jakone sewaktu verifikasi tahap 8 sesuai instagram tidak bisa lanjut keterangan tidak bisa proses permintaan padahal datanya sesuai semuanya mohon infonya,negatif,negatif,negatif,-9.0,-9.0,-2.2
aneh hp ram gede kaga bisa download aplikasi abal,positif,positif,positif,2.0,2.0,1.2000000000000002
masuk a susah bagusan,negatif,negatif,negatif,-4.0,-4.0,-0.19999999999999996
gua sampe bolak balik uninstall ni aplikasi kode otp tidak keluar keluar daftar persulit gimana berkembang ni aplikasi,negatif,negatif,negatif,-21.0,-21.0,-1.2
bagusss pertnkn terusss,netral,positif,netral,0.0,0.0,0.0
isi pulsa error transaksi 2x dobel 200rb saldo terpotong pulsa tak kunjung masuk hub call center d suru tunggu 14 hari tolong solusi a,negatif,negatif,negatif,-8.0,-8.0,-3.6
knp aplikasi apus mendingan aplikasi kecewa dki bukannya pakai ganti,negatif,negatif,negatif,-11.0,-11.0,-1.4
bagus tidak kendala atur limit fiturnya belum permudah max min transaksi hari,positif,positif,positif,5.0,5.0,1.4
jdi mudh trnfr bli token trmksh jakone,netral,netral,netral,0.0,0.0,0.0
alhamdulillah lancar,positif,positif,positif,9.0,9.0,1.8
memuaskan,positif,positif,positif,5.0,5.0,1.0
segera lengkapi fitur lainnya aplikasi sebelumnya terimakasih,positif,positif,positif,4.0,4.0,1.6
gimana ya kok gagal log in bener isi nya gagal mulu sistem error,negatif,negatif,negatif,-6.0,-6.0,-3.2
sesuai panduan masuk nik sesuai nomer rekening sesuai tanggal lahir sesuai alamat email sesuai verifikasi gagal gimanah yaa tidak bisa masuuukkk,positif,negatif,positif,2.0,2.0,1.4
aplikasi mudah digunakan pembukaan rekening mudah aman bisa berinvestasi ktr cabang maju bank dki bank kebanggaan orang jakarta,positif,positif,positif,4.0,4.0,2.2
mulai nyaman pakai aplikasi jakone mobile alhamdulillah transaksi berhasil semoga maju bikin nyaman transaksi yaa,positif,positif,positif,21.0,21.0,3.4000000000000004
ok,positif,positif,positif,4.0,4.0,0.8
gilee buruk apps nya jakmobile eh emailnya tidak bisa dipake jakone mobile cs nya email gue tambahin hurufnya 1 jadinya tidak bisa nerima estatement via email udah jakone mobile new eh saldo jakone pay tidak bisa refund tampilan jelek bandingin jak one udah dihapus tidak bang deki pelit ya aplikatornya puas pelanggan gimana nih eta terangkanlah pakai logika akal sht,negatif,negatif,negatif,-12.0,-12.0,-2.2
mantep nih new jak one bagus tampilannya,positif,positif,positif,2.0,2.0,0.6
admin kpdj bisa pakai aplikasi tidak ya,negatif,negatif,negatif,-13.0,-13.0,-0.8
udah download tidak bsa dibuka aplikasi tidak jelas bgd,negatif,negatif,negatif,-15.0,-15.0,-0.6
siiip,netral,netral,netral,0.0,0.0,0.0
susah verifikisanya gagal,negatif,negatif,negatif,-7.0,-7.0,-1.4
appsnya bagus,positif,positif,positif,2.0,2.0,0.6
jelek tidak bisa log in 5x coba ttp tidak bisa,negatif,negatif,negatif,-13.0,-13.0,-2.2
aplikasi tidak jelas verifikasi error anj,negatif,negatif,negatif,-15.0,-15.0,-1.6
login pasword mobile nya ko tidak bisa kenapaa yaa,negatif,negatif,negatif,-5.0,-5.0,-0.6
update appnya mantap membantu,positif,positif,positif,9.0,9.0,1.8
tampilannya bagus aplikasi memudahkan nasabahnya tingkatkan fiturnya kualitasnya nasabahnya bisa betah menggunakan jakone,positif,positif,positif,1.0,1.0,1.4
aplikasi fresh banget tampilannya memudahkan user menggunakannya,negatif,positif,positif,-2.0,-2.0,1.0
gmn menu pembayaran tagihan pendidikan kenapa tidak jakone mobile,negatif,negatif,netral,-5.0,-5.0,0.0
payah otp kagak masuk masuk berkali2 enggajelass,negatif,negatif,netral,-9.0,-9.0,0.0
aplikasi info kurang smart transaksi pembelian pembayaran niliai dibawa 50 otp sedangkan otp bayar sms otp kenapa tidak jualan paket sms otp tidak 24 jam lebih ok aplikasi belum lauching aplikasi hilang,negatif,negatif,negatif,-12.0,-12.0,-0.8
install belum registrasi rilis aplikasi kekurangan belum update terbaru terima kasih,positif,positif,positif,4.0,4.0,1.0
kesulitan melihat mutasi rekening,negatif,negatif,negatif,-2.0,-2.0,-0.4
gagal verifikasi kode 5002 coba 3x tetep tidak bisa udah install ulang aplikasi pakai wifi pakai kuota bukan masalah jaringan tolong solusinya,negatif,negatif,negatif,-6.0,-6.0,-1.1999999999999997
mantap lebih cerah tampilannya,positif,positif,positif,6.0,6.0,1.0
lebih lengkap jakone versi 1 rekening rekening tidak muncul deposito online tidak otomatis berpindah jakone versi jakone versi jujur lebih suka jakone versi klo lebih versi kenapa rubah versi,positif,positif,positif,1.0,1.0,1.8000000000000003
bagus top sukses,positif,positif,positif,10.0,10.0,2.2
otp kaga muncul muncul gajelas banget,positif,positif,negatif,3.0,3.0,-1.0
aplikasi tampilan lebih fresh user friendly,negatif,negatif,positif,-4.0,-4.0,1.0
lelet parah,negatif,negatif,negatif,-5.0,-5.0,-1.0
kenapa setiap masukin user id data tidak temukan pdhal bener isi,negatif,negatif,negatif,-5.0,-5.0,-0.8
aplikasi bagus berkualitas,positif,positif,positif,2.0,2.0,1.4
mantapp keren hebat tingkatkan,netral,positif,positif,0.0,0.0,0.8
mantap membantu lebih fiturnya,positif,positif,positif,10.0,10.0,1.8
error dibutuhkan membeli voucher listrik listrik aprt bisa pakai jakone mobile nyobain pagi tlfn cs ttp ngk solusi gawatnya listrik tinggal 26 point,positif,positif,negatif,5.0,5.0,-1.6
semoga lebih jakone sebelumnya,positif,positif,netral,1.0,1.0,0.0
parah aplikasi belum siap offkan tidak bisa transaksi kecuali lihat saldo diaplikasi aplikasi otp tidak terkirim niat tidak sih bikin aplikasi,negatif,negatif,negatif,-24.0,-24.0,-1.1999999999999997
fitur refund jakone pay belum bisa mohon tingkatkan,positif,positif,netral,2.0,2.0,0.0
aplikasi mentok nik nomer rekening tanggal lahir tidak bisa lanjud pulsa kesedot,negatif,negatif,negatif,-18.0,-18.0,-1.8000000000000003
install berhasil login kekurangan dibanding aplikasi 1 tidak bisa menampilkan saldo rek deposito dibuat aplikasi 2 favorit tidak ikut terekam sehingga favorit 3 setting biometrik belum bisa on keluar aplikasi otomatis 4 tidak bisa tarik tunai kartu atm bank dki mohon segera diperbaiki aplikasi benar2 tidak bisa dipakai,negatif,negatif,positif,-18.0,-18.0,1.0
fitur mobile cash kok tidak tidak bisa ambil uang kartu donk kaya aplikasi,negatif,negatif,netral,-5.0,-5.0,0.0
canggih jakoe,netral,netral,positif,0.0,0.0,0.8
tampilan bagus ditingkatkan kurang lengkap,negatif,negatif,positif,-2.0,-2.0,0.4
kaya aplikasi sebelumnya bedanya otp gamasuk masuk,negatif,negatif,netral,-5.0,-5.0,0.0
aktivasin kenapa gagal verifikasi data,negatif,negatif,negatif,-7.0,-7.0,-0.8
top markotop maju bank dki,positif,positif,positif,5.0,5.0,1.0
aplikasi bagus semoga berkembang berkarya kedepannya,positif,positif,positif,1.0,1.0,1.2
mantap,positif,positif,positif,5.0,5.0,1.0
tampil versi terbaru lebih memudahkan penggunanya,positif,positif,positif,9.0,9.0,0.20000000000000007
tampilannya lebih fresh tingkatkan kualitas fitur2 nya nasabah lebih mudah nyaman bertransaksi,positif,positif,positif,19.0,19.0,3.0000000000000004
apl new jakone mantab banget terima kasih,positif,positif,positif,5.0,5.0,1.2
mantapp bank dki,netral,positif,netral,0.0,0.0,0.0
jakone mobile bank dki oke,positif,positif,positif,2.0,2.0,0.6
cakep tampilannya smooth pakainya,positif,positif,positif,5.0,5.0,1.0
transaksi mudah new jakone mobile,positif,positif,positif,8.0,8.0,0.8
semoga fitur2nya canggih sukses berkembang bank dki,positif,positif,positif,3.0,3.0,1.4
wooww canggih benar yaaa jakone bank dki nya,positif,positif,netral,2.0,2.0,0.0
tampilannya lebih elegan,positif,positif,positif,5.0,5.0,0.8
ok,positif,positif,positif,4.0,4.0,0.8
heru kco ancol perubahan aplikasi yabg bagus good job bank dki,positif,positif,positif,7.0,7.0,1.6
jakone mobile new lebih canggih memudahlan transaksi semoga secepatnya bisa melakukan transaksi bi fast jakone mobile new,positif,positif,positif,12.0,12.0,1.4
lebih modern lengkap,positif,positif,positif,6.0,6.0,1.0
mantap,positif,positif,positif,5.0,5.0,1.0
keren sih lebih modern fitur nya lebih lengkap mudah digunakan lebih aman bertransaksi,positif,positif,positif,15.0,15.0,3.8
tampilan modern,positif,positif,positif,4.0,4.0,0.8
tampilan lebih menarik lebih lengkap,positif,positif,positif,9.0,9.0,1.4
adain isi e wallet shopee pay,positif,positif,negatif,2.0,2.0,-1.0
keren canggih fitur nya familiar gaptek serasa tidak gaptek mudaaahh ngerti,negatif,negatif,positif,-2.0,-2.0,2.2
new jakone mobile aplikasi top,positif,positif,positif,1.0,1.0,1.0
tampilan lebih memudahkan pengguna memanfaatkan fitur2 jakone mobile,positif,positif,positif,6.0,6.0,1.2
tampilannya experience pengen transaksi nich,positif,positif,positif,7.0,7.0,0.6
aplikasi jakone mobile nya membantu,netral,positif,positif,0.0,0.0,0.8
good,positif,positif,positif,5.0,5.0,1.0
lebih mudah daftar aksesnya tampilan lebih oke kereeen,positif,positif,positif,10.0,10.0,1.6
user friendly,netral,netral,positif,0.0,0.0,0.8
aplikasi newjakone mobile mudah digunakan bertransaksi lebih mudah fitur lengkap,positif,positif,positif,10.0,10.0,2.6
fitur lengkap membantu proses transaksi,positif,positif,positif,11.0,11.0,1.2000000000000002
waaahh ngebantu banget transaksi mudah terimakasiiii,positif,positif,positif,9.0,9.0,1.0
zuperr aplikasi,negatif,negatif,netral,-4.0,-4.0,0.0
1 aplikasi transaksi,netral,netral,netral,0.0,0.0,0.0
kerenn,netral,positif,netral,0.0,0.0,0.0
aplikasi menarik inovatif keren bank dki,netral,positif,positif,0.0,0.0,1.6
smakin lengkap memudahkan tq,positif,positif,positif,9.0,9.0,2.0
semoga aplikasi jakone mobile lebih mempermudah transaksi handphone go to less cash,netral,netral,positif,0.0,0.0,1.2000000000000002
tampilannya keren mudah pengaplikasikannya memudahkan transaksi,positif,positif,positif,11.0,11.0,2.4000000000000004
tampilannya lebih menarik berguna good job bank dki,positif,positif,positif,15.0,15.0,2.8
fitur nya lebih bagus,positif,positif,positif,3.0,3.0,0.6
aplikasi bagus lengkap bermanfaat,positif,positif,positif,5.0,5.0,2.0
mantul mantap jakone nya bank dki,positif,positif,positif,5.0,5.0,1.8
tampilan aplikasi lebih bagus,netral,positif,positif,0.0,0.0,0.8
lebih nyaman lebih user friendly menu belum selengkap aplikasi sebelumnya on progress kaliya,positif,positif,positif,2.0,2.0,1.6
good,positif,positif,positif,5.0,5.0,1.0
pendaftaran mudah,positif,positif,positif,7.0,7.0,1.4
keren banget new jakone mobile fiturnya lengkap transaksinya cepat,positif,positif,positif,6.0,6.0,2.0
topppp,netral,netral,netral,0.0,0.0,0.0
semoga memudahkan,positif,positif,positif,3.0,3.0,0.8
terdepan jakone mobile bank dki,netral,netral,netral,0.0,0.0,0.0
